name+AF8-sirius,Pathway,Class,Subclass
neg17238,Shikimates,Flavonoids ,Flavonoids 
neg17480,Shikimates,Flavonoids ,Flavonoids 
neg17608,Shikimates,Flavonoids ,Flavonoids 
neg17715,Shikimates,Flavonoids ,Flavonoids 
neg17981,Shikimates,Flavonoids ,Flavonoids 
neg17983,Shikimates,Flavonoids ,Flavonoids 
neg18044,Shikimates,Flavonoids ,Flavonoids 
neg18548,Shikimates,Flavonoids ,Flavonoids 
neg187,Shikimates,Flavonoids ,Flavonoids 
neg188,Shikimates,Flavonoids ,Flavonoids 
neg19092,Shikimates,Flavonoids ,Flavonoids 
neg19176,Shikimates,Flavonoids ,Flavonoids 
neg196,Shikimates,Flavonoids ,Flavonoids 
neg20104,Shikimates,Flavonoids ,Flavonoids 
neg2184,Shikimates,Flavonoids ,Flavonoids 
neg246,Shikimates,Flavonoids ,Flavonoids 
neg263,Shikimates,Flavonoids ,Flavonoids 
neg2887,Shikimates,Flavonoids ,Flavonoids 
neg3394,Shikimates,Flavonoids ,Flavonoids 
neg3428,Shikimates,Flavonoids ,Flavonoids 
neg346,Shikimates,Flavonoids ,Flavonoids 
neg406,Shikimates,Flavonoids ,Flavonoids 
neg4130,Shikimates,Flavonoids ,Flavonoids 
neg4449,Shikimates,Flavonoids ,Flavonoids 
neg4511,Shikimates,Flavonoids ,Flavonoids 
neg4568,Shikimates,Flavonoids ,Flavonoids 
neg467,Shikimates,Flavonoids ,Flavonoids 
neg4780,Shikimates,Flavonoids ,Flavonoids 
neg4813,Shikimates,Flavonoids ,Flavonoids 
neg4881,Shikimates,Flavonoids ,Flavonoids 
neg5042,Shikimates,Flavonoids ,Flavonoids 
neg5185,Shikimates,Flavonoids ,Flavonoids 
neg5325,Shikimates,Flavonoids ,Flavonoids 
neg60,Shikimates,Flavonoids ,Flavonoids 
neg603,Shikimates,Flavonoids ,Flavonoids 
neg7680,Shikimates,Flavonoids ,Flavonoids 
neg8165,Shikimates,Flavonoids ,Flavonoids 
neg844,Shikimates,Flavonoids ,Flavonoids 
neg8829,Shikimates,Flavonoids ,Flavonoids 
neg8856,Shikimates,Flavonoids ,Flavonoids 
neg9575,Shikimates,Flavonoids ,Flavonoids 
pos1549,Shikimates,Flavonoids ,Flavonoids 
pos1612,Shikimates,Flavonoids ,Flavonoids 
pos2001,Shikimates,Flavonoids ,Flavonoids 
pos2395,Shikimates,Flavonoids ,Flavonoids 
pos2415,Shikimates,Flavonoids ,Flavonoids 
pos4551,Shikimates,Flavonoids ,Flavonoids 
pos5269,Shikimates,Flavonoids ,Flavonoids 
pos534,Shikimates,Flavonoids ,Flavonoids 
pos5435,Shikimates,Flavonoids ,Flavonoids 
pos5808,Shikimates,Flavonoids ,Flavonoids 
pos5811,Shikimates,Flavonoids ,Flavonoids 
pos6056,Shikimates,Flavonoids ,Flavonoids 
pos6112,Shikimates,Flavonoids ,Flavonoids 
pos6184,Shikimates,Flavonoids ,Flavonoids 
pos6192,Shikimates,Flavonoids ,Flavonoids 
pos6590,Shikimates,Flavonoids ,Flavonoids 
pos6804,Shikimates,Flavonoids ,Flavonoids 
pos8049,Shikimates,Flavonoids ,Flavonoids 
neg11216,Fatty acids,Glycerolipids,Glycerolipids
neg1137,Fatty acids,Glycerolipids,Glycerolipids
neg1146,Fatty acids,Glycerolipids,Glycerolipids
neg1168,Fatty acids,Glycerolipids,Glycerolipids
neg1210,Fatty acids,Glycerolipids,Glycerolipids
neg1266,Fatty acids,Glycerolipids,Glycerolipids
neg1291,Fatty acids,Glycerolipids,Glycerolipids
neg1409,Fatty acids,Glycerolipids,Glycerolipids
neg15260,Fatty acids,Glycerolipids,Glycerolipids
neg1712,Fatty acids,Glycerolipids,Glycerolipids
neg2090,Fatty acids,Glycerolipids,Glycerolipids
neg2134,Fatty acids,Glycerolipids,Glycerolipids
neg2138,Fatty acids,Glycerolipids,Glycerolipids
neg2208,Fatty acids,Glycerolipids,Glycerolipids
neg2304,Fatty acids,Glycerolipids,Glycerolipids
neg2324,Fatty acids,Glycerolipids,Glycerolipids
neg2774,Fatty acids,Glycerolipids,Glycerolipids
neg2830,Fatty acids,Glycerolipids,Glycerolipids
neg2992,Fatty acids,Glycerolipids,Glycerolipids
neg3037,Fatty acids,Glycerolipids,Glycerolipids
neg3165,Fatty acids,Glycerolipids,Glycerolipids
neg3922,Fatty acids,Glycerolipids,Glycerolipids
neg4375,Fatty acids,Glycerolipids,Glycerolipids
neg4432,Fatty acids,Glycerolipids,Glycerolipids
neg4503,Fatty acids,Glycerolipids,Glycerolipids
neg466,Fatty acids,Glycerolipids,Glycerolipids
neg4665,Fatty acids,Glycerolipids,Glycerolipids
neg4686,Fatty acids,Glycerolipids,Glycerolipids
neg4736,Fatty acids,Glycerolipids,Glycerolipids
neg5295,Fatty acids,Glycerolipids,Glycerolipids
neg5969,Fatty acids,Glycerolipids,Glycerolipids
neg6189,Fatty acids,Glycerolipids,Glycerolipids
neg686,Fatty acids,Glycerolipids,Glycerolipids
neg6923,Fatty acids,Glycerolipids,Glycerolipids
neg7556,Fatty acids,Glycerolipids,Glycerolipids
neg8030,Fatty acids,Glycerolipids,Glycerolipids
neg8445,Fatty acids,Glycerolipids,Glycerolipids
neg8605,Fatty acids,Glycerolipids,Glycerolipids
neg8974,Fatty acids,Glycerolipids,Glycerolipids
pos1177,Fatty acids,Glycerolipids,Glycerolipids
pos1286,Fatty acids,Glycerolipids,Glycerolipids
pos1309,Fatty acids,Glycerolipids,Glycerolipids
pos1330,Fatty acids,Glycerolipids,Glycerolipids
pos1883,Fatty acids,Glycerolipids,Glycerolipids
pos1977,Fatty acids,Glycerolipids,Glycerolipids
pos2029,Fatty acids,Glycerolipids,Glycerolipids
pos2030,Fatty acids,Glycerolipids,Glycerolipids
pos2225,Fatty acids,Glycerolipids,Glycerolipids
pos2250,Fatty acids,Glycerolipids,Glycerolipids
pos2255,Fatty acids,Glycerolipids,Glycerolipids
pos2276,Fatty acids,Glycerolipids,Glycerolipids
pos2279,Fatty acids,Glycerolipids,Glycerolipids
pos2303,Fatty acids,Glycerolipids,Glycerolipids
pos2364,Fatty acids,Glycerolipids,Glycerolipids
pos3153,Fatty acids,Glycerolipids,Glycerolipids
pos3481,Fatty acids,Glycerolipids,Glycerolipids
pos3597,Fatty acids,Glycerolipids,Glycerolipids
pos3605,Fatty acids,Glycerolipids,Glycerolipids
pos3659,Fatty acids,Glycerolipids,Glycerolipids
pos3689,Fatty acids,Glycerolipids,Glycerolipids
pos3696,Fatty acids,Glycerolipids,Glycerolipids
pos3700,Fatty acids,Glycerolipids,Glycerolipids
pos3869,Fatty acids,Glycerolipids,Glycerolipids
pos3873,Fatty acids,Glycerolipids,Glycerolipids
pos3950,Fatty acids,Glycerolipids,Glycerolipids
pos3967,Fatty acids,Glycerolipids,Glycerolipids
pos3979,Fatty acids,Glycerolipids,Glycerolipids
pos4785,Fatty acids,Glycerolipids,Glycerolipids
pos4801,Fatty acids,Glycerolipids,Glycerolipids
pos4880,Fatty acids,Glycerolipids,Glycerolipids
pos498,Fatty acids,Glycerolipids,Glycerolipids
pos511,Fatty acids,Glycerolipids,Glycerolipids
pos5166,Fatty acids,Glycerolipids,Glycerolipids
pos5169,Fatty acids,Glycerolipids,Glycerolipids
pos5331,Fatty acids,Glycerolipids,Glycerolipids
pos5377,Fatty acids,Glycerolipids,Glycerolipids
pos5532,Fatty acids,Glycerolipids,Glycerolipids
pos562,Fatty acids,Glycerolipids,Glycerolipids
pos6019,Fatty acids,Glycerolipids,Glycerolipids
pos6064,Fatty acids,Glycerolipids,Glycerolipids
pos6133,Fatty acids,Glycerolipids,Glycerolipids
pos6355,Fatty acids,Glycerolipids,Glycerolipids
pos6709,Fatty acids,Glycerolipids,Glycerolipids
pos6871,Fatty acids,Glycerolipids,Glycerolipids
pos7049,Fatty acids,Glycerolipids,Glycerolipids
pos7073,Fatty acids,Glycerolipids,Glycerolipids
pos7137,Fatty acids,Glycerolipids,Glycerolipids
pos7251,Fatty acids,Glycerolipids,Glycerolipids
pos7312,Fatty acids,Glycerolipids,Glycerolipids
pos7330,Fatty acids,Glycerolipids,Glycerolipids
pos7332,Fatty acids,Glycerolipids,Glycerolipids
pos7576,Fatty acids,Glycerolipids,Glycerolipids
pos7999,Fatty acids,Glycerolipids,Glycerolipids
pos8037,Fatty acids,Glycerolipids,Glycerolipids
pos8471,Fatty acids,Glycerolipids,Glycerolipids
pos8501,Fatty acids,Glycerolipids,Glycerolipids
pos8600,Fatty acids,Glycerolipids,Glycerolipids
pos8661,Fatty acids,Glycerolipids,Glycerolipids
pos8753,Fatty acids,Glycerolipids,Glycerolipids
pos8759,Fatty acids,Glycerolipids,Glycerolipids
pos8765,Fatty acids,Glycerolipids,Glycerolipids
pos8769,Fatty acids,Glycerolipids,Glycerolipids
pos8781,Fatty acids,Glycerolipids,Glycerolipids
pos8802,Fatty acids,Glycerolipids,Glycerolipids
pos8823,Fatty acids,Glycerolipids,Glycerolipids
pos8834,Fatty acids,Glycerolipids,Glycerolipids
pos8882,Fatty acids,Glycerolipids,Glycerolipids
pos8885,Fatty acids,Glycerolipids,Glycerolipids
pos9007,Fatty acids,Glycerolipids,Glycerolipids
pos9051,Fatty acids,Glycerolipids,Glycerolipids
pos922,Fatty acids,Glycerolipids,Glycerolipids
pos926,Fatty acids,Glycerolipids,Glycerolipids
neg10485,Shikimates,Lignans,Lignans
neg10825,Shikimates,Lignans,Lignans
neg11144,Shikimates,Lignans,Lignans
neg11510,Shikimates,Lignans,Lignans
neg12852,Shikimates,Lignans,Lignans
neg12921,Shikimates,Lignans,Lignans
neg1328,Shikimates,Lignans,Lignans
neg14797,Shikimates,Lignans,Lignans
neg14992,Shikimates,Lignans,Lignans
neg15157,Shikimates,Lignans,Lignans
neg15611,Shikimates,Lignans,Lignans
neg17431,Shikimates,Lignans,Lignans
neg17485,Shikimates,Lignans,Lignans
neg18225,Shikimates,Lignans,Lignans
neg19890,Shikimates,Lignans,Lignans
neg20289,Shikimates,Lignans,Lignans
neg21220,Shikimates,Lignans,Lignans
neg3285,Shikimates,Lignans,Lignans
neg4541,Shikimates,Lignans,Lignans
neg4732,Shikimates,Lignans,Lignans
neg4797,Shikimates,Lignans,Lignans
neg4956,Shikimates,Lignans,Lignans
neg4972,Shikimates,Lignans,Lignans
neg4993,Shikimates,Lignans,Lignans
neg5139,Shikimates,Lignans,Lignans
neg707,Shikimates,Lignans,Lignans
neg7614,Shikimates,Lignans,Lignans
neg8071,Shikimates,Lignans,Lignans
neg8399,Shikimates,Lignans,Lignans
neg8504,Shikimates,Lignans,Lignans
neg8512,Shikimates,Lignans,Lignans
neg8554,Shikimates,Lignans,Lignans
neg8561,Shikimates,Lignans,Lignans
neg8572,Shikimates,Lignans,Lignans
neg8595,Shikimates,Lignans,Lignans
neg8629,Shikimates,Lignans,Lignans
neg8806,Shikimates,Lignans,Lignans
neg8827,Shikimates,Lignans,Lignans
neg8855,Shikimates,Lignans,Lignans
neg8881,Shikimates,Lignans,Lignans
neg8888,Shikimates,Lignans,Lignans
neg8925,Shikimates,Lignans,Lignans
neg9083,Shikimates,Lignans,Lignans
neg9109,Shikimates,Lignans,Lignans
neg9224,Shikimates,Lignans,Lignans
neg9387,Shikimates,Lignans,Lignans
neg9416,Shikimates,Lignans,Lignans
neg9434,Shikimates,Lignans,Lignans
neg9571,Shikimates,Lignans,Lignans
neg9638,Shikimates,Lignans,Lignans
neg9927,Shikimates,Lignans,Lignans
neg9947,Shikimates,Lignans,Lignans
pos1100,Shikimates,Lignans,Lignans
pos1520,Shikimates,Lignans,Lignans
pos2027,Shikimates,Lignans,Lignans
pos2722,Shikimates,Lignans,Lignans
pos2756,Shikimates,Lignans,Lignans
pos3915,Shikimates,Lignans,Lignans
pos3942,Shikimates,Lignans,Lignans
pos3958,Shikimates,Lignans,Lignans
pos4209,Shikimates,Lignans,Lignans
pos4216,Shikimates,Lignans,Lignans
pos4259,Shikimates,Lignans,Lignans
pos4283,Shikimates,Lignans,Lignans
pos4445,Shikimates,Lignans,Lignans
pos4514,Shikimates,Lignans,Lignans
pos4727,Shikimates,Lignans,Lignans
pos4735,Shikimates,Lignans,Lignans
pos5209,Shikimates,Lignans,Lignans
pos5392,Shikimates,Lignans,Lignans
pos5402,Shikimates,Lignans,Lignans
pos5407,Shikimates,Lignans,Lignans
pos5419,Shikimates,Lignans,Lignans
pos5433,Shikimates,Lignans,Lignans
pos5436,Shikimates,Lignans,Lignans
pos5515,Shikimates,Lignans,Lignans
pos5544,Shikimates,Lignans,Lignans
pos5578,Shikimates,Lignans,Lignans
pos5590,Shikimates,Lignans,Lignans
pos5683,Shikimates,Lignans,Lignans
pos5926,Shikimates,Lignans,Lignans
pos5970,Shikimates,Lignans,Lignans
pos5979,Shikimates,Lignans,Lignans
pos6008,Shikimates,Lignans,Lignans
pos6289,Shikimates,Lignans,Lignans
pos6303,Shikimates,Lignans,Lignans
pos6517,Shikimates,Lignans,Lignans
pos6545,Shikimates,Lignans,Lignans
pos6606,Shikimates,Lignans,Lignans
pos6750,Shikimates,Lignans,Lignans
pos6818,Shikimates,Lignans,Lignans
pos6900,Shikimates,Lignans,Lignans
pos7435,Shikimates,Lignans,Lignans
pos7607,Shikimates,Lignans,Lignans
pos8431,Shikimates,Lignans,Lignans
pos8504,Shikimates,Lignans,Lignans
pos8942,Shikimates,Lignans,Lignans
neg10028,Uncertain,Organic acids,Organic acids and derivatives
neg10116,Uncertain,Organic acids,Organic acids and derivatives
neg10303,Uncertain,Organic acids,Organic acids and derivatives
neg1078,Uncertain,Organic acids,Organic acids and derivatives
neg10914,Uncertain,Organic acids,Organic acids and derivatives
neg1117,Uncertain,Organic acids,Organic acids and derivatives
neg11227,Uncertain,Organic acids,Organic acids and derivatives
neg11729,Uncertain,Organic acids,Organic acids and derivatives
neg1173,Uncertain,Organic acids,Organic acids and derivatives
neg1178,Uncertain,Organic acids,Organic acids and derivatives
neg12701,Uncertain,Organic acids,Organic acids and derivatives
neg12785,Uncertain,Organic acids,Organic acids and derivatives
neg12883,Uncertain,Organic acids,Organic acids and derivatives
neg1335,Uncertain,Organic acids,Organic acids and derivatives
neg13390,Uncertain,Organic acids,Organic acids and derivatives
neg1396,Uncertain,Organic acids,Organic acids and derivatives
neg14160,Uncertain,Organic acids,Organic acids and derivatives
neg14637,Uncertain,Organic acids,Organic acids and derivatives
neg14775,Uncertain,Organic acids,Organic acids and derivatives
neg14782,Uncertain,Organic acids,Organic acids and derivatives
neg1506,Uncertain,Organic acids,Organic acids and derivatives
neg15088,Uncertain,Organic acids,Organic acids and derivatives
neg15529,Uncertain,Organic acids,Organic acids and derivatives
neg15943,Uncertain,Organic acids,Organic acids and derivatives
neg1620,Uncertain,Organic acids,Organic acids and derivatives
neg16289,Uncertain,Organic acids,Organic acids and derivatives
neg1732,Uncertain,Organic acids,Organic acids and derivatives
neg17910,Uncertain,Organic acids,Organic acids and derivatives
neg1800,Uncertain,Organic acids,Organic acids and derivatives
neg1806,Uncertain,Organic acids,Organic acids and derivatives
neg18316,Uncertain,Organic acids,Organic acids and derivatives
neg18317,Uncertain,Organic acids,Organic acids and derivatives
neg19371,Uncertain,Organic acids,Organic acids and derivatives
neg2063,Uncertain,Organic acids,Organic acids and derivatives
neg2069,Uncertain,Organic acids,Organic acids and derivatives
neg2071,Uncertain,Organic acids,Organic acids and derivatives
neg2091,Uncertain,Organic acids,Organic acids and derivatives
neg2222,Uncertain,Organic acids,Organic acids and derivatives
neg2308,Uncertain,Organic acids,Organic acids and derivatives
neg2677,Uncertain,Organic acids,Organic acids and derivatives
neg2806,Uncertain,Organic acids,Organic acids and derivatives
neg2837,Uncertain,Organic acids,Organic acids and derivatives
neg2890,Uncertain,Organic acids,Organic acids and derivatives
neg3177,Uncertain,Organic acids,Organic acids and derivatives
neg3334,Uncertain,Organic acids,Organic acids and derivatives
neg3355,Uncertain,Organic acids,Organic acids and derivatives
neg3528,Uncertain,Organic acids,Organic acids and derivatives
neg3561,Uncertain,Organic acids,Organic acids and derivatives
neg3562,Uncertain,Organic acids,Organic acids and derivatives
neg3646,Uncertain,Organic acids,Organic acids and derivatives
neg3680,Uncertain,Organic acids,Organic acids and derivatives
neg3756,Uncertain,Organic acids,Organic acids and derivatives
neg4111,Uncertain,Organic acids,Organic acids and derivatives
neg4128,Uncertain,Organic acids,Organic acids and derivatives
neg4318,Uncertain,Organic acids,Organic acids and derivatives
neg4513,Uncertain,Organic acids,Organic acids and derivatives
neg4539,Uncertain,Organic acids,Organic acids and derivatives
neg4751,Uncertain,Organic acids,Organic acids and derivatives
neg4853,Uncertain,Organic acids,Organic acids and derivatives
neg4921,Uncertain,Organic acids,Organic acids and derivatives
neg4928,Uncertain,Organic acids,Organic acids and derivatives
neg5005,Uncertain,Organic acids,Organic acids and derivatives
neg5260,Uncertain,Organic acids,Organic acids and derivatives
neg6056,Uncertain,Organic acids,Organic acids and derivatives
neg7376,Uncertain,Organic acids,Organic acids and derivatives
neg7385,Uncertain,Organic acids,Organic acids and derivatives
neg7483,Uncertain,Organic acids,Organic acids and derivatives
neg7884,Uncertain,Organic acids,Organic acids and derivatives
neg7984,Uncertain,Organic acids,Organic acids and derivatives
neg8220,Uncertain,Organic acids,Organic acids and derivatives
neg8753,Uncertain,Organic acids,Organic acids and derivatives
neg9342,Uncertain,Organic acids,Organic acids and derivatives
neg9457,Uncertain,Organic acids,Organic acids and derivatives
neg9562,Uncertain,Organic acids,Organic acids and derivatives
neg9583,Uncertain,Organic acids,Organic acids and derivatives
neg9796,Uncertain,Organic acids,Organic acids and derivatives
neg9911,Uncertain,Organic acids,Organic acids and derivatives
pos1088,Uncertain,Organic acids,Organic acids and derivatives
pos1115,Uncertain,Organic acids,Organic acids and derivatives
pos1262,Uncertain,Organic acids,Organic acids and derivatives
pos1292,Uncertain,Organic acids,Organic acids and derivatives
pos1379,Uncertain,Organic acids,Organic acids and derivatives
pos1500,Uncertain,Organic acids,Organic acids and derivatives
pos1583,Uncertain,Organic acids,Organic acids and derivatives
pos1654,Uncertain,Organic acids,Organic acids and derivatives
pos1670,Uncertain,Organic acids,Organic acids and derivatives
pos1706,Uncertain,Organic acids,Organic acids and derivatives
pos1745,Uncertain,Organic acids,Organic acids and derivatives
pos1771,Uncertain,Organic acids,Organic acids and derivatives
pos1991,Uncertain,Organic acids,Organic acids and derivatives
pos2795,Uncertain,Organic acids,Organic acids and derivatives
pos2925,Uncertain,Organic acids,Organic acids and derivatives
pos3037,Uncertain,Organic acids,Organic acids and derivatives
pos3060,Uncertain,Organic acids,Organic acids and derivatives
pos3101,Uncertain,Organic acids,Organic acids and derivatives
pos3128,Uncertain,Organic acids,Organic acids and derivatives
pos3189,Uncertain,Organic acids,Organic acids and derivatives
pos3320,Uncertain,Organic acids,Organic acids and derivatives
pos3487,Uncertain,Organic acids,Organic acids and derivatives
pos3546,Uncertain,Organic acids,Organic acids and derivatives
pos3754,Uncertain,Organic acids,Organic acids and derivatives
pos4842,Uncertain,Organic acids,Organic acids and derivatives
pos4967,Uncertain,Organic acids,Organic acids and derivatives
pos5027,Uncertain,Organic acids,Organic acids and derivatives
pos505,Uncertain,Organic acids,Organic acids and derivatives
pos5343,Uncertain,Organic acids,Organic acids and derivatives
pos5618,Uncertain,Organic acids,Organic acids and derivatives
pos5740,Uncertain,Organic acids,Organic acids and derivatives
pos595,Uncertain,Organic acids,Organic acids and derivatives
pos6343,Uncertain,Organic acids,Organic acids and derivatives
pos6580,Uncertain,Organic acids,Organic acids and derivatives
pos6704,Uncertain,Organic acids,Organic acids and derivatives
pos6839,Uncertain,Organic acids,Organic acids and derivatives
pos7110,Uncertain,Organic acids,Organic acids and derivatives
pos7245,Uncertain,Organic acids,Organic acids and derivatives
pos7538,Uncertain,Organic acids,Organic acids and derivatives
pos7721,Uncertain,Organic acids,Organic acids and derivatives
pos7868,Uncertain,Organic acids,Organic acids and derivatives
pos8710,Uncertain,Organic acids,Organic acids and derivatives
pos8735,Uncertain,Organic acids,Organic acids and derivatives
pos892,Uncertain,Organic acids,Organic acids and derivatives
pos9059,Uncertain,Organic acids,Organic acids and derivatives
pos9065,Uncertain,Organic acids,Organic acids and derivatives
pos9066,Uncertain,Organic acids,Organic acids and derivatives
pos913,Uncertain,Organic acids,Organic acids and derivatives
pos929,Uncertain,Organic acids,Organic acids and derivatives
neg11213,Carbohydrates,Others,Aminosugars
neg1206,Carbohydrates,Others,Aminosugars
neg2768,Carbohydrates,Others,Aminosugars
neg2907,Carbohydrates,Others,Aminosugars
neg3035,Carbohydrates,Others,Aminosugars
neg5582,Carbohydrates,Others,Aminosugars
neg584,Carbohydrates,Others,Aminosugars
neg593,Carbohydrates,Others,Aminosugars
pos1233,Carbohydrates,Others,Aminosugars
pos1264,Carbohydrates,Others,Aminosugars
pos1265,Carbohydrates,Others,Aminosugars
pos1349,Carbohydrates,Others,Aminosugars
pos2349,Carbohydrates,Others,Aminosugars
pos2910,Carbohydrates,Others,Aminosugars
neg10609,Carbohydrates,Others,Nucleosides
neg10779,Carbohydrates,Others,Nucleosides
neg1127,Carbohydrates,Others,Nucleosides
neg1129,Carbohydrates,Others,Nucleosides
neg1150,Carbohydrates,Others,Nucleosides
neg1187,Carbohydrates,Others,Nucleosides
neg16834,Carbohydrates,Others,Nucleosides
neg2101,Carbohydrates,Others,Nucleosides
neg2150,Carbohydrates,Others,Nucleosides
neg2181,Carbohydrates,Others,Nucleosides
neg2405,Carbohydrates,Others,Nucleosides
neg2521,Carbohydrates,Others,Nucleosides
neg3468,Carbohydrates,Others,Nucleosides
neg3796,Carbohydrates,Others,Nucleosides
neg3883,Carbohydrates,Others,Nucleosides
neg4462,Carbohydrates,Others,Nucleosides
neg5261,Carbohydrates,Others,Nucleosides
neg596,Carbohydrates,Others,Nucleosides
neg625,Carbohydrates,Others,Nucleosides
neg8983,Carbohydrates,Others,Nucleosides
pos1213,Carbohydrates,Others,Nucleosides
pos1348,Carbohydrates,Others,Nucleosides
pos1422,Carbohydrates,Others,Nucleosides
pos2199,Carbohydrates,Others,Nucleosides
pos2868,Carbohydrates,Others,Nucleosides
pos2972,Carbohydrates,Others,Nucleosides
pos3771,Carbohydrates,Others,Nucleosides
pos417,Carbohydrates,Others,Nucleosides
pos5867,Carbohydrates,Others,Nucleosides
pos5890,Carbohydrates,Others,Nucleosides
neg10431,Carbohydrates,Others,Glucosyl compounds
neg10612,Carbohydrates,Others,Glucosyl compounds
neg10647,Carbohydrates,Others,Glucosyl compounds
neg11289,Carbohydrates,Others,Other Carbohydrates
neg14787,Carbohydrates,Others,Other Carbohydrates
neg2769,Carbohydrates,Others,Glucosyl compounds
neg2866,Carbohydrates,Others,Glucosyl compounds
neg3347,Carbohydrates,Others,Other Carbohydrates
neg3513,Carbohydrates,Others,Glucosyl compounds
neg3544,Carbohydrates,Others,Glucosyl compounds
neg4445,Carbohydrates,Others,Glucosyl compounds
neg488,Carbohydrates,Others,Glucosyl compounds
neg5199,Carbohydrates,Others,Glucosyl compounds
neg5263,Carbohydrates,Others,Glucosyl compounds
neg550,Carbohydrates,Others,Glucosyl compounds
neg5522,Carbohydrates,Others,Glucosyl compounds
neg5561,Carbohydrates,Others,Other Carbohydrates
neg589,Carbohydrates,Others,Other Carbohydrates
neg8680,Carbohydrates,Others,Glucosyl compounds
neg9219,Carbohydrates,Others,Other Carbohydrates
pos1055,Carbohydrates,Others,Other Carbohydrates
pos1672,Carbohydrates,Others,Glucosyl compounds
